Name,Awards,Year,Region
"Ryder, Barbara Gershon",ACM Presidential Award,2008,North America
"Schneider, Donovan A",ACM Software System Award,2008,North America
"Schulthess, Thomas",ACM Gordon Bell Prize,2008,Europe
"Shan, Hongzhang",ACM Gordon Bell Prize,2008,North America
"Sharma, Anoop",ACM Software System Award,2008,North America
"Strohmaier, Erich",ACM Gordon Bell Prize,2008,North America
"Summers, Michael S.",ACM Gordon Bell Prize,2008,North America
"Vapnik, Vladimir",ACM Paris Kanellakis Theory and Practice Award,2008,North America
"Vardi, Moshe Y",ACM Presidential Award,2008,North America
"Wang, Lin-Wang",ACM Gordon Bell Prize,2008,North America
"Whitney, Telle",ACM Distinguished Service Award,2008,North America
"Zhao, Zhengji",ACM Gordon Bell Prize,2008,North America
"Applebaum, Benny",ACM Doctoral Dissertation Award,2007,North America
"Buchberger, Bruno",ACM Paris Kanellakis Theory and Practice Award,2007,Pacific Rim
"Caspersen, Kyle J",ACM Gordon Bell Prize,2007,North America
"Chen, Yong",ACM-IEEE CS George Michael Memorial HPC Fellowships,2007,North America
"Clarke, Edmund",ACM A. M. Turing Award,2007,North America
"Conitzer, Vincent",ACM Doctoral Dissertation Award,2007,North America
"Emerson, E. Allen",ACM A. M. Turing Award,2007,North America
"Glosli, James N",ACM Gordon Bell Prize,2007,North America
"Guibas, Leonidas",ACM AAAI Allen Newell Award,2007,North America
"Gunnels, John",ACM Gordon Bell Prize,2007,North America
"Harel, David",ACM Software System Award,2007,Europe
"Hoemmen, Mark",ACM-IEEE CS George Michael Memorial HPC Fellowships,2007,North America
"Jacob, Arpith",ACM-IEEE CS George Michael Memorial HPC Fellowships,2007,North America
"Koller, Daphne",ACM Prize in Computing,2007,North America
"Lachover, Hagi",ACM Software System Award,2007,Europe
"Liu, Yan",ACM Doctoral Dissertation Award,2007,North America
"Madduri, Kamesh",ACM-IEEE CS George Michael Memorial HPC Fellowships,2007,North America
"Naamad, Amnon",ACM Software System Award,2007,North America
"Patterson, David",ACM Distinguished Service Award,2007,North America
"Pausch, Randy",ACM Karl V. Karlstrom Outstanding Educator Award,2007,North America
"Paxson, Vern",ACM Grace Murray Hopper Award,2007,North America
"Pnueli, Amir",ACM Software System Award,2007,North America
"Politi, Michal",ACM Software System Award,2007,North America
"Richards, David F",ACM Gordon Bell Prize,2007,North America
"Rudd, Robert E",ACM Gordon Bell Prize,2007,North America
"Sherman, Rivi",ACM Software System Award,2007,North America
"Shu, Chi-Wang",SIAM/ACM Prize in Computational Science and Engineering,2007,North America
"Sifakis, Joseph",ACM A. M. Turing Award,2007,Europe
"Sparck-Jones, Karen",ACM Athena Lecturer Award,2007,North America
"Streitz, Frederick H",ACM Gordon Bell Prize,2007,North America
"Trakhtenbrot, Mark",ACM Software System Award,2007,Europe
"Trauring, Aron",ACM Software System Award,2007,North America
"Valero, Mateo",ACM-IEEE CS Eckert-Mauchly Award,2007,Europe
"Walker, Robert A.",Outstanding Contribution to ACM Award,2007,North America
"Wang, Chao",ACM-IEEE CS George Michael Memorial HPC Fellowships,2007,North America
"Wang, Randy",ACM Eugene L. Lawler Award for Humanitarian Contributions within Computer Science and Informatics,2007,North America
"Yekhanin, Sergey",ACM Doctoral Dissertation Award,2007,Europe
"Agarwala, Aseem",ACM Doctoral Dissertation Award,2006,North America
"Allen, Frances",ACM A. M. Turing Award,2006,North America
"Austel, Vernon",ACM Gordon Bell Prize,2006,North America
"Bhanot, Gyan",ACM Gordon Bell Prize,2006,North America
"Blumrich, Matt",ACM Gordon Bell Prize,2006,North America
"Brayton, Robert",ACM Paris Kanellakis Theory and Practice Award,2006,North America
"Chen, Dong",ACM Gordon Bell Prize,2006,North America
"Cuny, Janice",ACM Presidential Award,2006,North America
"de Supinski, Bronis R.",ACM Gordon Bell Prize,2006,North America
"Draeger, Erik Walter",ACM Gordon Bell Prize,2006,North America
"Estrin, Deborah",ACM Athena Lecturer Award,2006,North America
"Fatatsugi, Noriyuki",ACM Gordon Bell Prize,2006,Asia
"Franchetti, Franz",ACM Gordon Bell Prize,2006,North America
"Fujikawa, Shigenori",ACM Gordon Bell Prize,2006,Asia
"Gara, Alan",ACM Gordon Bell Prize,2006,North America
"Giampapa, Mark",ACM Gordon Bell Prize,2006,North America
"Graham, Susan L",ACM Distinguished Service Award,2006,North America
"Gunnels, John A.",ACM Gordon Bell Prize,2006,North America
"Gygi, Francois",ACM Gordon Bell Prize,2006,North America
"Heidelberger, Philip",ACM Gordon Bell Prize,2006,North America
"Himeno, Ryutaro",ACM Gordon Bell Prize,2006,Asia
"Ikei, Mitsuru",ACM Gordon Bell Prize,2006,North America
"Klein, Daniel",ACM Grace Murray Hopper Award,2006,North America
"Koishi, Takahiro",ACM Gordon Bell Prize,2006,Asia
"Kral, Stefan",ACM Gordon Bell Prize,2006,Europe
"Lorenz, Juergen",ACM Gordon Bell Prize,2006,Europe
"Meyer, Bertrand",ACM Software System Award,2006,Europe
"Narumi, Tetsu",ACM Gordon Bell Prize,2006,Asia
"Ng, Yi-Ren",ACM Doctoral Dissertation Award,2006,North America
"Ohno, Yousuke",ACM Gordon Bell Prize,2006,Asia
"Okimoto, Noriaki",ACM Gordon Bell Prize,2006,Asia
"Pomerene, James H",ACM-IEEE CS Eckert-Mauchly Award,2006,North America
"Salapura, Valentina",ACM Gordon Bell Prize,2006,North America
"Schulz, Martin",ACM Gordon Bell Prize,2006,Europe
"Sexton, James C.",ACM Gordon Bell Prize,2006,North America
"Sexton, James C.",ACM Gordon Bell Prize,2006,North America
"Soltz, Ron",ACM Gordon Bell Prize,2006,North America
"Spafford, Eugene H.",ACM Presidential Award,2006,North America
"Sparck-Jones, Karen",ACM AAAI Allen Newell Award,2006,Europe
"Suenaga, Atsushi",ACM Gordon Bell Prize,2006,Asia
"Taiji, Makoto",ACM Gordon Bell Prize,2006,Asia
"Ueberhuber, Christoph W",ACM Gordon Bell Prize,2006,Europe
"Vranas, Pavlos",ACM Gordon Bell Prize,2006,North America
"Wise, David S",Outstanding Contribution to ACM Award,2006,North America
"Yanai, Ryoko",ACM Gordon Bell Prize,2006,Asia
"Bechtolsheim, Andreas",ACM Presidential Award,2005,North America
"Boyer, Robert S",ACM Software System Award,2005,North America
"Brandt, Achi",SIAM/ACM Prize in Computational Science and Engineering,2005,North America
"Colwell, Robert P.",ACM-IEEE CS Eckert-Mauchly Award,2005,North America
"Dousse, Olivier",ACM Doctoral Dissertation Award,2005,North America
"Ehrensperger, Albrecht",ACM Eugene L. Lawler Award for Humanitarian Contributions within Computer Science and Informatics,2005,North America
"Gotterbarn, Don",Outstanding Contribution to ACM Award,2005,North America
"Holzmann, Gerard J.",ACM Paris Kanellakis Theory and Practice Award,2005,North America
"Irwin, Mary Jane",ACM Distinguished Service Award,2005,North America
"Kaufmann, Matt",ACM Software System Award,2005,North America
"Kurshan, Robert P.",ACM Paris Kanellakis Theory and Practice Award,2005,North America
"Lazowska, Edward",ACM Presidential Award,2005,North America
"Liblit, Ben",ACM Doctoral Dissertation Award,2005,North America
"Mbuguah, Solomon",ACM Eugene L. Lawler Award for Humanitarian Contributions within Computer Science and Informatics,2005,North America
"Minker, Jack",ACM AAAI Allen Newell Award,2005,North America
"Moore, J Strother",ACM Software System Award,2005,North America
"Naur, Peter",ACM A. M. Turing Award,2005,Europe
"Reingold, Omer",ACM Grace Murray Hopper Award,2005,Europe
"Russell, Stuart",ACM Karl V. Karlstrom Outstanding Educator Award,2005,Europe
"Siva, Ernest",ACM Eugene L. Lawler Award for Humanitarian Contributions within Computer Science and Informatics,2005,North America
"Vardi, Moshe Y",ACM Paris Kanellakis Theory and Practice Award,2005,North America
"Wolper, Pierre",ACM Paris Kanellakis Theory and Practice Award,2005,Europe
"Barak, Boaz",ACM Doctoral Dissertation Award,2004,North America
"Bindignavle, Raghuram",ACM Software System Award,2004,North America
"Brooks, Frederick",ACM-IEEE CS Eckert-Mauchly Award,2004,North America
"Cerf, Vinton",ACM A. M. Turing Award,2004,North America
"Coffman, Ed",ACM Distinguished Service Award,2004,North America
"Freund, Yoav",ACM Paris Kanellakis Theory and Practice Award,2004,North America
"Gabriel, Richard",ACM AAAI Allen Newell Award,2004,North America
"Johari, Ramesh",ACM Doctoral Dissertation Award,2004,North America
"Kahn, Robert E",ACM A. M. Turing Award,2004,North America
"Lam, Simon S",ACM Software System Award,2004,North America
"Rexford, Jennifer",ACM Grace Murray Hopper Award,2004,North America
"Schapire, Robert",ACM Paris Kanellakis Theory and Practice Award,2004,North America
"Snodgrass, Richard",Outstanding Contribution to ACM Award,2004,North America
"Su, Shaowen",ACM Software System Award,2004,North America
"Witchel, Emmett",ACM Doctoral Dissertation Award,2004,North America
"Woo, Thomas Y. C.",ACM Software System Award,2004,North America
"Bajcsy, Ruzena",ACM Distinguished Service Award,2003,North America
"Ball, Patrick",ACM Eugene L. Lawler Award for Humanitarian Contributions within Computer Science and Informatics,2003,North America
"Doan, AnHai",ACM Doctoral Dissertation Award,2003,North America
"Feldman, Stuart",ACM Software System Award,2003,North America
"Fisher, Joseph A. (Josh)",ACM-IEEE CS Eckert-Mauchly Award,2003,North America
"Haussler, David",ACM AAAI Allen Newell Award,2003,North America
"Johnson, Mark Scott",Outstanding Contribution to ACM Award,2003,North America
"Katabi, Dina",ACM Doctoral Dissertation Award,2003,North America
"Kay, Alan",ACM A. M. Turing Award,2003,North America
"Keckler, Stephen",ACM Grace Murray Hopper Award,2003,North America
"Khot, Subhash",ACM Doctoral Dissertation Award,2003,North America
"Miller, Gary L",ACM Paris Kanellakis Theory and Practice Award,2003,North America
"Pearl, Judea",ACM AAAI Allen Newell Award,2003,North America
"Rabin, Michael O.",ACM Paris Kanellakis Theory and Practice Award,2003,North America
"Sahni, Sartaj K",ACM Karl V. Karlstrom Outstanding Educator Award,2003,North America
"Solovay, Robert",ACM Paris Kanellakis Theory and Practice Award,2003,North America
"Strassen, Volker",ACM Paris Kanellakis Theory and Practice Award,2003,North America
"Adleman, Leonard M.",ACM A. M. Turing Award,2002,North America
"Bell, John B.",SIAM/ACM Prize in Computational Science and Engineering,2002,North America
"Chen, Peter",ACM AAAI Allen Newell Award,2002,North America
"Colella, Phillip",SIAM/ACM Prize in Computational Science and Engineering,2002,North America
"Franaszek, Peter A.",ACM Paris Kanellakis Theory and Practice Award,2002,North America
"Gorgone, John",ACM Karl V. Karlstrom Outstanding Educator Award,2002,North America
"Gosling, James",ACM Software System Award,2002,North America
"Gotlieb, Calvin C.",ACM Presidential Award,2002,North America
"Guruswami, Venkatesan",ACM Doctoral Dissertation Award,2002,North America
"Miller, Raymond",ACM Distinguished Service Award,2002,North America
"Miller, Robert C.",ACM Doctoral Dissertation Award,2002,North America
"Rau, Bantwal R",ACM-IEEE CS Eckert-Mauchly Award,2002,North America
"Rivest, Ronald L",ACM A. M. Turing Award,2002,North America
"Roughgarden, Tim",ACM Doctoral Dissertation Award,2002,North America
"Ryan, Pat",Outstanding Contribution to ACM Award,2002,North America
"Shamir, Adi",ACM A. M. Turing Award,2002,Europe
"Srikant, Ramakrishnan",ACM Grace Murray Hopper Award,2002,North America
"Bajcsy, Ruzena",ACM AAAI Allen Newell Award,2001,North America
"Blitch, John",ACM Eugene L. Lawler Award for Humanitarian Contributions within Computer Science and Informatics,2001,North America
"Dahl, Ole-Johan",ACM A. M. Turing Award,2001,Europe
"Dale, Nell B.",ACM Karl V. Karlstrom Outstanding Educator Award,2001,North America
"Hennessy, John L",ACM-IEEE CS Eckert-Mauchly Award,2001,North America
"Holzmann, Gerard J.",ACM Software System Award,2001,North America
"Kim, Won",ACM Distinguished Service Award,2001,North America
"Myers, Eugene",ACM Paris Kanellakis Theory and Practice Award,2001,North America
"Necula, George",ACM Grace Murray Hopper Award,2001,North America
"Nygaard, Kristen",ACM A. M. Turing Award,2001,Europe
"O'Callahan, Robert",ACM Doctoral Dissertation Award,2001,North America
"Simons, Barbara B",Outstanding Contribution to ACM Award,2001,North America
"Stoica, Ion",ACM Doctoral Dissertation Award,2001,North America
"Wagner, David",ACM Doctoral Dissertation Award,2001,North America
"Berghel, Hal",Outstanding Contribution to ACM Award,2000,North America
"Chan, William",ACM Doctoral Dissertation Award,2000,North America
"Davidson, Edward",ACM-IEEE CS Eckert-Mauchly Award,2000,North America
"Ernst, Michael D.",ACM Doctoral Dissertation Award,2000,North America
"Karmarkar, Narendra",ACM Paris Kanellakis Theory and Practice Award,2000,North America
"Kavraki, Lydia",ACM Grace Murray Hopper Award,2000,Europe
"Patt, Yale",ACM Karl V. Karlstrom Outstanding Educator Award,2000,North America
"Vadhan, Salil P",ACM Doctoral Dissertation Award,2000,North America
"Wegner, Peter",ACM Distinguished Service Award,2000,North America
"Yao, Andrew C",ACM A. M. Turing Award,2000,Asia
"Zadeh, Lotfi",ACM AAAI Allen Newell Award,2000,North America
"Behlendorf, Brian",ACM Software System Award,1999,North America
"Boisvert, Ronald",Outstanding Contribution to ACM Award,1999,North America
"Borg, Anita",ACM Distinguished Service Award,1999,North America
"Brooks, Frederick",ACM A. M. Turing Award,1999,North America
"Fielding, Roy T.",ACM Software System Award,1999,North America
"Hartill, Rob",ACM Software System Award,1999,North America
"Hwu, Wen-Mei",ACM Grace Murray Hopper Award,1999,North America
"Katz, Randy H.",ACM Karl V. Karlstrom Outstanding Educator Award,1999,North America
"Leveson, Nancy",ACM AAAI Allen Newell Award,1999,North America
"Robinson, David",ACM Software System Award,1999,North America
"Skolnick, Cliff",ACM Software System Award,1999,North America
"Sleator, Daniel",ACM Paris Kanellakis Theory and Practice Award,1999,North America
"Smith, James E.",ACM-IEEE CS Eckert-Mauchly Award,1999,North America
"Stone, Antonia",ACM Eugene L. Lawler Award for Humanitarian Contributions within Computer Science and Informatics,1999,North America
"Tarjan, Robert E",ACM Paris Kanellakis Theory and Practice Award,1999,North America
"Terbush, Randy",ACM Software System Award,1999,North America
"Thau, Robert S.",ACM Software System Award,1999,North America
"van Melkebeek, Dieter",ACM Doctoral Dissertation Award,1999,North America
"Wilson, Andrew",ACM Software System Award,1999,North America
"Amarel, Saul",ACM AAAI Allen Newell Award,1998,North America
"Ashenhurst, R L",Outstanding Contribution to ACM Award,1998,North America
"Balakrishnan, Hari",ACM Doctoral Dissertation Award,1998,North America
"Bryant, Randal E",ACM Paris Kanellakis Theory and Practice Award,1998,North America
"Chambers, John M.",ACM Software System Award,1998,North America
"Clarke, Edmund",ACM Paris Kanellakis Theory and Practice Award,1998,North America
"Denning, Peter J",Outstanding Contribution to ACM Award,1998,North America
"Emerson, E. Allen",ACM Paris Kanellakis Theory and Practice Award,1998,North America
"Gage, John",ACM Presidential Award,1998,North America
"Gray, Jim",ACM A. M. Turing Award,1998,North America
"McMillan, Kenneth L.",ACM Paris Kanellakis Theory and Practice Award,1998,North America
"Silberschatz, Abraham",ACM Karl V. Karlstrom Outstanding Educator Award,1998,North America
"Watanabe, T.",ACM-IEEE CS Eckert-Mauchly Award,1998,North America
"Brandin, David H",ACM Distinguished Service Award,1997,North America
"Engelbart, Douglas",ACM A. M. Turing Award,1997,North America
"Lempel, Abraham",ACM Paris Kanellakis Theory and Practice Award,1997,North America
"McCanne, Steven R.",ACM Doctoral Dissertation Award,1997,North America
"Mead, Carver",ACM AAAI Allen Newell Award,1997,North America
"Ousterhout, John",ACM Software System Award,1997,North America
"Tomasulo, Robert",ACM-IEEE CS Eckert-Mauchly Award,1997,North America
"Ullman, Jeffrey D",ACM Karl V. Karlstrom Outstanding Educator Award,1997,North America
"Ziv, Jacob",ACM Paris Kanellakis Theory and Practice Award,1997,North America
"Zweben, Stuart",Outstanding Contribution to ACM Award,1997,North America
"Adleman, Leonard M.",ACM Paris Kanellakis Theory and Practice Award,1996,North America
"Aiken, Robert",Outstanding Contribution to ACM Award,1996,North America
"Berghel, Hal",ACM Distinguished Service Award,1996,North America
"Denning, Peter J",ACM Karl V. Karlstrom Outstanding Educator Award,1996,North America
"Diffie, Whitfield",ACM Paris Kanellakis Theory and Practice Award,1996,North America
"Goldwasser, Shafi",ACM Grace Murray Hopper Award,1996,North America
"Hellman, Martin",ACM Paris Kanellakis Theory and Practice Award,1996,North America
"Merkle, Ralph",ACM Paris Kanellakis Theory and Practice Award,1996,North America
"Patt, Yale",ACM-IEEE CS Eckert-Mauchly Award,1996,North America
"Pnueli, Amir",ACM A. M. Turing Award,1996,North America
"Rivest, Ronald L",ACM Paris Kanellakis Theory and Practice Award,1996,North America
"Shamir, Adi",ACM Paris Kanellakis Theory and Practice Award,1996,North America
"Tu, Xiaoyuan",ACM Doctoral Dissertation Award,1996,North America
"Waldspurger, Carl",ACM Doctoral Dissertation Award,1996,North America
"Andreessen, Marc",ACM Software System Award,1995,North America
"Arora, Sanjeev",ACM Doctoral Dissertation Award,1995,North America
"Berners-Lee, Tim",ACM Software System Award,1995,North America
"Bina, Eric",ACM Software System Award,1995,North America
"Blum, Manuel",ACM A. M. Turing Award,1995,North America
"Cailliau, Robert",ACM Software System Award,1995,North America
"Crawford, John",ACM-IEEE CS Eckert-Mauchly Award,1995,North America
"Gries, David Joseph",ACM Karl V. Karlstrom Outstanding Educator Award,1995,North America
"Lederberg, Joshua",ACM AAAI Allen Newell Award,1995,North America
"Lidtke, Doris",ACM Distinguished Service Award,1995,North America
"Spielman, Daniel A",ACM Doctoral Dissertation Award,1995,North America
"Turner, A. Joe",Outstanding Contribution to ACM Award,1995,North America
"Birrell, Andrew",ACM Software System Award,1994,North America
"Brooks, Frederick",ACM AAAI Allen Newell Award,1994,North America
"Feigenbaum, Edward A",ACM A. M. Turing Award,1994,North America
"Karger, David",ACM Doctoral Dissertation Award,1994,North America
"Nelson, Bruce",ACM Software System Award,1994,North America
"Raman, T.V.",ACM Doctoral Dissertation Award,1994,North America
"Reddy, Raj",ACM A. M. Turing Award,1994,North America
"Tanenbaum, Andrew S.",ACM Karl V. Karlstrom Outstanding Educator Award,1994,North America
"Thornton, James E.",ACM-IEEE CS Eckert-Mauchly Award,1994,North America
"White, John R.",Outstanding Contribution to ACM Award,1994,North America
"Esbin, John H. (Jack)",Outstanding Contribution to ACM Award,1993,North America
"Friedman, Frank",Outstanding Contribution to ACM Award,1993,North America
"Hartmanis, Juris",ACM A. M. Turing Award,1993,North America
"Kistler, James J.",ACM Doctoral Dissertation Award,1993,North America
"Kuck, David J",ACM-IEEE CS Eckert-Mauchly Award,1993,North America
"Lee, J.A.N.",ACM Distinguished Service Award,1993,North America
"Nayak, Pandu",ACM Doctoral Dissertation Award,1993,North America
"Stearns, Richard E",ACM A. M. Turing Award,1993,North America
"Stroustrup, Bjarne",ACM Grace Murray Hopper Award,1993,North America
"Sudan, Madhu",ACM Doctoral Dissertation Award,1993,North America
"Sutherland, Ivan",ACM Software System Award,1993,North America
"van Dam, Andries",ACM Karl V. Karlstrom Outstanding Educator Award,1993,North America
"Adams, James M.",Outstanding Contribution to ACM Award,1992,North America
"Bobrow, Daniel",ACM Software System Award,1992,North America
"Borman, Lorraine",Outstanding Contribution to ACM Award,1992,North America
"Burton, Richard R.",ACM Software System Award,1992,North America
"Deutsch, L Peter",ACM Software System Award,1992,North America
"Flynn, Michael J",ACM-IEEE CS Eckert-Mauchly Award,1992,North America
"Harel, David",ACM Karl V. Karlstrom Outstanding Educator Award,1992,Europe
"Kaplan, Ronald M.",ACM Software System Award,1992,North America
"Lampson, Butler W",ACM A. M. Turing Award,1992,North America
"Little, Joyce Currie",ACM Distinguished Service Award,1992,North America
"Masinter, Larry M",ACM Software System Award,1992,North America
"McMillan, Kenneth",ACM Doctoral Dissertation Award,1992,North America
"Neumann, Peter G",Outstanding Contribution to ACM Award,1992,North America
"Rosenblum, Mendel",ACM Doctoral Dissertation Award,1992,North America
"Teitelman, Warren",ACM Software System Award,1992,North America
"Cerf, Vinton",ACM Software System Award,1991,North America
"Dan, Asit",ACM Doctoral Dissertation Award,1991,North America
"Engel, Gerald L",ACM Distinguished Service Award,1991,North America
"Gibson, Garth A",ACM Doctoral Dissertation Award,1991,North America
"Hsu, Feng-hsiung",ACM Grace Murray Hopper Award,1991,North America
"Kahn, Robert E",ACM Software System Award,1991,North America
"Lund, Carsten",ACM Doctoral Dissertation Award,1991,North America
"Milner, A J",ACM A. M. Turing Award,1991,Europe
"Patterson, David",ACM Karl V. Karlstrom Outstanding Educator Award,1991,North America
"Schapire, Robert",ACM Doctoral Dissertation Award,1991,North America
"Smith, Burton",ACM-IEEE CS Eckert-Mauchly Award,1991,North America
"Tucker, Allen",Outstanding Contribution to ACM Award,1991,North America
"Batcher, Kenneth E.",ACM-IEEE CS Eckert-Mauchly Award,1990,North America
"Carlson, Walter",ACM Distinguished Service Award,1990,North America
"Corbato, Fernando J",ACM A. M. Turing Award,1990,North America
"Engelbart, Douglas",ACM Software System Award,1990,North America
"English, William K.",ACM Software System Award,1990,North America
"Geffner, Hector",ACM Doctoral Dissertation Award,1990,North America
"Heckerman, David",ACM Doctoral Dissertation Award,1990,North America
"Nissan, Noam",ACM Doctoral Dissertation Award,1990,North America
"Poucher, William B",Outstanding Contribution to ACM Award,1990,North America
"Rulifson, Jeff",ACM Software System Award,1990,North America
"Stallman, Richard",ACM Grace Murray Hopper Award,1990,North America
"Sussman, Gerald",ACM Karl V. Karlstrom Outstanding Educator Award,1990,North America
"Brotz, Douglas K",ACM Software System Award,1989,North America
"Cray, Seymour",ACM-IEEE CS Eckert-Mauchly Award,1989,North America
"Denning, Peter J",ACM Distinguished Service Award,1989,North America
"Geschke, Charles M",ACM Software System Award,1989,North America
"Hillis, William Daniel",ACM Grace Murray Hopper Award,1989,North America
"Kahan, William",ACM A. M. Turing Award,1989,North America
"Kearns, Michael J.",ACM Doctoral Dissertation Award,1989,North America
"Killian, Joe",ACM Doctoral Dissertation Award,1989,North America
"Liu, C.L.",ACM Karl V. Karlstrom Outstanding Educator Award,1989,Asia
"Newborn, Monroe",Outstanding Contribution to ACM Award,1989,North America
"Paxton, William H.",ACM Software System Award,1989,North America
"Saraswat, Vijay",ACM Doctoral Dissertation Award,1989,North America
"Taft, Edward A.",ACM Software System Award,1989,North America
"Warnock, John",ACM Software System Award,1989,North America
"Bradshaw, Charles L",ACM Distinguished Service Award,1988,North America
"Chamberlin, Donald",ACM Software System Award,1988,North America
"Condon, Anne",ACM Doctoral Dissertation Award,1988,North America
"DeFanti, Thomas",Outstanding Contribution to ACM Award,1988,North America
"Dill, David",ACM Doctoral Dissertation Award,1988,North America
"Gray, Jim",ACM Software System Award,1988,North America
"Held, Gerald",ACM Software System Award,1988,North America
"Karchmer, Mauricio",ACM Doctoral Dissertation Award,1988,North America
"Lorie, Raymond A",ACM Software System Award,1988,North America
"Putzolu, Gianfranco",ACM Software System Award,1988,North America
"Selinger, Patricia",ACM Software System Award,1988,North America
"Siewiorek, Daniel",ACM-IEEE CS Eckert-Mauchly Award,1988,North America
"Steele, Guy L",ACM Grace Murray Hopper Award,1988,North America
"Stonebraker, Michael",ACM Software System Award,1988,North America
"Sutherland, Ivan",ACM A. M. Turing Award,1988,North America
"Traiger, Irv",ACM Software System Award,1988,North America
"Wong, Eugene",ACM Software System Award,1988,North America
"Amdahl, Gene M.",ACM-IEEE CS Eckert-Mauchly Award,1987,North America
"Brooks, Frederick",ACM Distinguished Service Award,1987,North America
"Brown, Marc H.",ACM Doctoral Dissertation Award,1987,North America
"Canny, John",ACM Doctoral Dissertation Award,1987,North America
"Cocke, John",ACM A. M. Turing Award,1987,North America
"Coffman, Ed",Outstanding Contribution to ACM Award,1987,North America
"Curtis, Kent K.",ACM Presidential Award,1987,North America
"Goldberg, Adele",ACM Software System Award,1987,North America
"Greengard, Leslie",ACM Doctoral Dissertation Award,1987,North America
"Ingalls, Daniel H.H.",ACM Software System Award,1987,North America
"Kay, Alan",ACM Software System Award,1987,North America
"Ousterhout, John",ACM Grace Murray Hopper Award,1987,North America
"Cragon, Harvey G",ACM-IEEE CS Eckert-Mauchly Award,1986,North America
"Ebeling, Carl",ACM Doctoral Dissertation Award,1986,North America
"Hopcroft, John E",ACM A. M. Turing Award,1986,North America
"Joy, William N.",ACM Grace Murray Hopper Award,1986,North America
"Knuth, Donald E",ACM Software System Award,1986,North America
"Maisel, Herbert",Outstanding Contribution to ACM Award,1986,North America
"Maple, Clair",ACM Distinguished Service Award,1986,North America
"Mulmuley, Ketan D.",ACM Doctoral Dissertation Award,1986,North America
"Tarjan, Robert E",ACM A. M. Turing Award,1986,North America
"Torkel Hastad, Johan",ACM Doctoral Dissertation Award,1986,North America
"Ungar, David M",ACM Doctoral Dissertation Award,1986,North America
"Bricklin, Daniel S",ACM Software System Award,1985,North America
"Chor, Ben-Zion",ACM Doctoral Dissertation Award,1985,North America
"Cocke, John",ACM-IEEE CS Eckert-Mauchly Award,1985,North America
"D'Auria, Thomas A",Outstanding Contribution to ACM Award,1985,North America
"Ellis, John R.",ACM Doctoral Dissertation Award,1985,North America
"Frankston, Robert",ACM Software System Award,1985,North America
"Green, Cordell",ACM Grace Murray Hopper Award,1985,North America
"Hillis, William Daniel",ACM Doctoral Dissertation Award,1985,North America
"Kahn, Robert E",ACM Presidential Award,1985,North America
"Karp, Richard",ACM A. M. Turing Award,1985,North America
"Minker, Jack",Outstanding Contribution to ACM Award,1985,North America
"Sammet, Jean E",ACM Distinguished Service Award,1985,North America
"Bach, Carl E.",ACM Doctoral Dissertation Award,1984,North America
"Baird, Henry",ACM Doctoral Dissertation Award,1984,North America
"Dennis, Jack",ACM-IEEE CS Eckert-Mauchly Award,1984,North America
"Ingalls, Daniel H.H.",ACM Grace Murray Hopper Award,1984,North America
"Katevenis, Manolis G.H.",ACM Doctoral Dissertation Award,1984,Europe
"Korein, James",ACM Doctoral Dissertation Award,1984,North America
"Lampson, Butler W",ACM Software System Award,1984,North America
"Rosen, Saul",ACM Distinguished Service Award,1984,North America
"Taulbee, Orrin E.",Outstanding Contribution to ACM Award,1984,North America
"Taylor, Robert W",ACM Software System Award,1984,North America
"Thacker, Charles P",ACM Software System Award,1984,North America
"Wirth, Niklaus E",ACM A. M. Turing Award,1984,Europe
"Austing, Richard H",Outstanding Contribution to ACM Award,1983,North America
"Hildreth, Ellen",ACM Doctoral Dissertation Award,1983,North America
"Hopper, Grace Murray",ACM Distinguished Service Award,1983,North America
"Johnson, Steven",ACM Doctoral Dissertation Award,1983,North America
"Kilburn, Tom",ACM-IEEE CS Eckert-Mauchly Award,1983,North America
"Reps, Thomas",ACM Doctoral Dissertation Award,1983,North America
"Ritchie, Dennis M.",ACM A. M. Turing Award,1983,North America
"Ritchie, Dennis M.",ACM Software System Award,1983,North America
"Thompson, Kenneth Lane",ACM A. M. Turing Award,1983,North America
"Thompson, Kenneth Lane",ACM Software System Award,1983,North America
"Wolfson, Seymour J",Outstanding Contribution to ACM Award,1983,North America
"Bell, C Gordon",ACM-IEEE CS Eckert-Mauchly Award,1982,North America
"Blasgen, Michael W",ACM Programming Systems and Languages Paper Award,1982,North America
"Cook, Stephen A",ACM A. M. Turing Award,1982,North America
"Gray, Jim",ACM Programming Systems and Languages Paper Award,1982,North America
"Harris, Fred H",Outstanding Contribution to ACM Award,1982,North America
"Leiserson, Charles E",ACM Doctoral Dissertation Award,1982,North America
"Lindsay, Bruce",ACM Programming Systems and Languages Paper Award,1982,North America
"Lorie, Raymond A",ACM Programming Systems and Languages Paper Award,1982,North America
"McJones, Paul R",ACM Programming Systems and Languages Paper Award,1982,North America
"Price, Thomas G",ACM Programming Systems and Languages Paper Award,1982,North America
"Putzolu, Gianfranco",ACM Programming Systems and Languages Paper Award,1982,North America
"Ralston, Anthony",ACM Distinguished Service Award,1982,Europe
"Reid, Brian K.",ACM Grace Murray Hopper Award,1982,North America
"Traiger, Irv",ACM Programming Systems and Languages Paper Award,1982,North America
